Song_ID,Tonic,Chords
43,C,"C:7(#9),C:maj,F:maj,Bb:maj,E:maj,F:maj G:maj,Ab:maj Eb:maj,G:sus4,Eb:maj,G:maj,C:maj G:maj,A:min,F:maj D:min7,D:min,D:maj,E:7,E:min,D:min7 D:min,D:min7,D:7(#9),G:maj F:maj,G:5,F:5,C:5,Bb:5,Eb:maj F:maj,Bb:maj F:maj,G:min,Eb:maj Bb:maj,F:maj Bb:maj,"
44,A,"A:maj,G:maj,D:maj,E:maj,D:maj E:maj,"
45,A,"C:maj,E:maj,D:min,A:min,F:maj,G:maj,D:maj,D:min E:min,C:maj F:maj,B:min7,A:maj,E:7,"
46,Ab,"Ab:1,Ab:maj,Gb:maj,Bb:7,Eb:7,"
47,D,"D:maj,C:maj,G:maj D:maj,A:maj,G:maj,D:maj C:maj,G:1,D:1,A:min,"
48,D,"Eb:maj,F:min9 Bb:sus4(b7),Ab:min9 Db:9,E:min9 A:9,D:maj,G:maj7,C:9(13,B:9,Bb:9,D:maj G:maj,G:min9,"
49,A,"G:maj9,A:maj,E:min7 E:min9,E:min9,B:1,E:1 F#:1,G:1 F#:1 E:1,A:1(11,B:min Bb:maj,A:sus4 A:maj,B:min E:1(b5,G:maj7,B:5(b7),E:min7,"
50,D,"D:min7,C:7,F:7,G:7,G:9,D:maj6(b7,"
51,F,"F:maj C:maj,Bb:maj C:maj,F:maj C:sus4,Bb:maj C:sus4,"
52,Db,"Db:maj Gb:maj,Ab:maj,Gb:maj Ab:maj,Db:maj,Gb:maj,Ab:sus4,Ab:maj Gb:maj,"
53,C,"C:5,C:5 C:sus4(b7,C:sus4(b7,C:5(b7),C:5(b7) C:5(13),C:5(13),C:maj(9),G:min7,F:maj9,F:min,A:min,Bb:maj(9),Eb:maj9,G:11,C:maj,F:min7 Eb:maj7,C:sus4 C:maj,Bb:11,Eb:maj7,Db:11,Gb:maj7,B:11,E:maj7,Ab:min7,Ab:min7 Db:maj,Db:maj,Gb:min7 Fb:maj7,Ab:11,"
54,E,"F:maj,E:min,C:maj,A:min,D:maj,C:7,E:7,F:min,F:maj7,Bb:maj,C:maj F:maj G:maj A:maj,A:maj,G:maj,E:maj,"
55,C,"C:sus2,Bb:maj6(9),C:maj,G:min11,F:maj,G:7,G:min7,G:min6,"
56,C,"C:5,Ab:maj,Eb:maj,G:maj,C:min,Ab:maj7,Bb:maj(9),F:maj,Bb:maj,G:sus4(b7),G:7,Ab:5,"
57,G,"G:maj,E:min9,C:maj9,B:min7,A:min,F:maj6(9),D:1,B:min,C:maj,Eb:maj,E:min7,G:maj G:maj,C:maj C:maj,F:maj9,Ab:maj,A:min7,E:min9 E:min7,"
58,D,"D:min,C:maj,D:5,C:5,C:sus4,Bb:maj,F:maj,A:min,D:min7,"
59,G,"G:maj,A:min7(11),B:min,A:min,C:maj,D:maj,G:maj F:maj,F:maj,"
60,D,"D:maj,C:maj,G:maj D:maj,A:maj,G:maj,D:maj C:maj,G:1,D:1,A:min,"
61,D,"D:min7,D:min,Bb:maj,A:7,A:7(b9) A:7,G:min7,A:sus4,Bb:maj7,C:maj A:7,"
62,C,"C:5,C:sus4(b7),Ab:maj,F:min G:min7,C:min,Eb:maj,F:maj,G:min,C:maj,G:min7,F:min7,"
63,D,"E:min G:maj A:maj B:maj,E:maj,D:sus2,E:1(b3,G:maj,D:5 D:sus4,D:5 E:min7,A:maj,D:maj,E:min,A:maj D:sus4,"
64,B,"B:maj,E:maj,B:maj(9),E:maj B:maj,E:maj F#:sus4,Gb:maj,Ab:maj,Db:maj,Db:maj Ab:sus4(b7,"
65,Eb,"Bb:sus4(b7,Ab:7(b9),Eb:maj6,F:min7,Bb:7,Eb:maj Eb:maj6,Eb:maj7 Eb:maj6,Eb:maj7,Eb:maj,Ab:maj,Bb:maj,F:min7 Bb:7,Eb:maj Eb:maj9,F:min7 Eb:7,Ab:maj9 Ab:maj6,Ab:min(9) Ab:min,F:sus4(b7,Bb:7(b9),Eb:maj Eb:maj7,Eb:maj6 Eb:maj,Bb:sus4(b7) Bb:7,"
66,A,"A:maj(9),D:min6,A:5,A:1(#5),D:maj,G:min,A:maj,D:min,E:min,D:min7,D:sus4,E:maj,F:maj(9) G:5(b7) B:min7,B:min,"
67,E,"E:1,A:1,E:maj,B:maj,A:maj,D:maj,A:maj B:maj,"
68,A,"A:maj(9),E:maj,A:sus2(b7),D:maj6(9),D:min9,A:maj,D:min6,E:7,D:maj6,B:min7,D:maj,D:min,"
69,G,"D:maj C:maj(9),G:maj,D:maj C:maj,G:maj C:5,"
70,G,"D:7,G:maj,E:min A:maj,D:maj,C:maj,A:min,Bb:maj,Bb:maj D:min,C:min,Bb:maj Bb:7,Eb:maj Eb:min,Bb:maj Bb:maj,"
71,E,"E:min,E:min F#:min,E:min7,D:maj,C:maj,G:maj,G:maj F#:min,"
72,E,"E:maj,A:maj,B:maj,E:7,B:7,"
73,D,"D:maj,G:maj,A:maj,C:maj G:maj,"
74,G,"G:7,D:7,C:7,"
75,D,"A:maj,G:maj,D:maj,A:min,C:maj G:maj,D:maj A:min,E:min,"
76,G,"G:maj,E:min,C:maj,D:maj,"
77,E,"E:maj,B:maj,A:maj,B:7,"
78,E,"E:sus4,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,C:maj7,A:min7 D:sus4(b7,G:maj7 G:maj9,D:min7 G:sus4(b7,A:min7 G:maj(9),C:maj7 D:sus4(b7,A:min7 B:min7,C:min7 D:min7,Bb:maj7,A:sus4,D:sus4(b7,E:min,"
79,Ab,"Ab:maj,Eb:7,Eb:sus4,Eb:maj,Db:maj,Ab:maj7,Ab:maj(9),Db:maj7 Db:maj6 Db:7,"
80,G,"G:maj,C:maj,B:min,D:maj,A:min7,"
81,E,"E:maj,B:maj,A:maj,E:maj C:aug(b7,E:7,E:maj A:maj,"
82,Bb,"Bb:maj,F:7,Eb:maj,F:maj,Bb:7,D:maj,E:dim,C:min7,Bb:maj G:min F:7,"
83,E,"A:maj,E:maj,B:maj,A:maj E:maj,E:maj E:maj,A:maj C#:min,D:maj A:maj,A:maj7,D:maj7,"
84,B,"E:maj,B:maj,B:maj F#:maj,"
85,G,"G:maj,C:maj,A:min,C:maj7,E:min,D:maj C:maj,B:min A:min,D:maj B:7,D:sus4,D:maj B:maj,"
86,E,"E:1,F:1,E:maj,E:7,A:maj,B:maj,"
87,D,"D:5,D:min,C:maj,G:min,G:maj,Db:min,A:maj,Bb:maj,"
88,Ab,"Ab:maj,Db:maj,Eb:maj,"
89,A,"A:min7,C:min7,A:1(b7),A:1(13),F:1(3),A:5,"
90,D,"D:min,C:maj,D:5,C:5,C:sus4,Bb:maj,F:maj,A:min,D:min7,"
91,D,"D:maj,B:min,G:maj,A:maj,A:maj N,"
92,F,"F:maj,C:maj,G:maj,D:maj,"
93,A,"A:min(9) A:min,G:maj E:min,D:maj,D:min7,F:maj(9),A:min7,F:maj D:min,"
94,A,"A:maj,A:7,A:maj6,D:maj,B:min,E:maj,E:7,"
95,G#,"E:maj F#:maj,E:maj,B:maj F#:maj,B:maj,A:maj,"
96,Db,"Db:maj Db:maj6,Db:maj7 Db:maj6,Ab:7 Ab:9,Gb:maj Db:maj,Eb:min,Gb:maj6,Db:maj,"
97,F,"F:maj,A:min,Bb:maj,C:maj,G:min Bb:maj,D:min,Bb:maj Bb:min,F:maj Bb:maj,C:7,F:maj D:maj,G:maj,D:maj,A:min C:maj,E:min,B:min,D:7,C:maj C:min,G:maj C:maj,"
98,D,"D:sus4(b7),Bb:maj C:maj,D:min,D:min G:min,D:min7,"
99,Db,"Db:maj,Bb:min,Gb:min,Ab:maj,Gb:maj,Db:7,Ab:7,Ab:7(#9),Ab:maj6(b7) Ab:7,Db:maj7,Ab:7(b9),Db:maj13,"
100,E,"E:maj F#:min7 E:maj,C:maj,D:maj,E:maj,B:min,"
101,E,"E:maj,A:maj,B:maj,C:maj B:maj,"
102,A,"A:maj,E:7,A:maj E:7,D:maj,"
103,G,"G:maj,C:maj,D:maj,"
104,G,"G:maj,D:7,C:maj,D:maj,"
105,C,"E:1,C:maj E:min,A:min7 E:min,D:min F:maj,C:maj,C:maj D:maj,F:maj C:maj,D:maj F:maj,F:min,E:min,F:maj,G:maj,"
106,G,"G:maj,D:7,E:min,C:maj,G:7,B:7,"
107,B,"B:min,B:5,E:min,A:sus4,G:sus4,G:5,E:5,"
108,A,"A:maj,E:7,A:maj E:7,D:maj,"
109,A,"A:min,F:maj7 E:7,F:maj,C:maj,G:maj,D:min(9),C:min(9),B:7(b9,G:7,B:maj,"
110,Db,"E:sus4 E:maj,E:maj,Ab:sus4 Ab:maj,Ab:1 Gb:1 F:1 Eb:1,Db:maj F:min7,Gb:maj Gb:maj,A:7 Ab:7,Bb:sus4 Bb:maj,Eb:maj G:min7,Ab:maj Ab:maj,"
111,Ab,"Ab:maj,Db:maj,Eb:maj,D:maj,"
112,B,"B:maj7,G:maj9,B:min7,E:maj7,E:min7,E:maj,"
113,D,"D:maj,D:1,C:1,B:1,Bb:1,G:maj,E:min,B:min,A:maj,"
114,D,"D:maj,D:sus4,G:maj,A:maj,B:min,E:min,"
115,A,"A:maj D:maj,A:maj,E:maj,E:maj D:maj,E:maj E:7,A:maj E:maj,D:maj,A:maj A:maj6,A:maj7 A:maj6,"
116,G,"G:maj,D:maj,E:min D:maj6,C:maj,A:maj,C:maj G:maj,A:min G:maj,C:maj D:maj,Bb:maj C:maj,G:maj D:maj,E:min D:maj,A:min D:maj,"
117,G,"G:maj,G:7,D:7,G:maj C:maj,G:maj G:7 G:maj6 G:maj,C:maj,C:min,A:7,G:maj D:7,G:maj D:7 G:maj,"
118,B,"B:maj,E:maj,F:maj,G:maj,A:maj,B:min,C:maj,"
119,A,"A:maj,G:maj,D:maj,B:7,A:maj A:maj,B:maj,E:maj,"
120,C,"F:maj7,D:min7,G:sus4(b7),C:maj,G:7,C:maj7,C:min7,C:7,D:maj,Db:maj7,"
121,F,"Bb:maj F:maj,C:maj F:maj,C:maj,F:maj,D:min,A:min,Bb:maj,Ab:maj,Db:maj,"
122,F,"C:maj A:min,D:min7 G:7,C:maj A:7,D:min7 G:9,C:maj7,C:maj,Eb:dim,F:maj7,D:7 D:sus4(b7),D:hdim7,Bb:maj,Bb:min,F:maj C:min6,D:7,G:9,G:7,C:sus4(b7,D:9,C:7,F:maj,"
123,G,"D:maj(9),C:min7,Eb:maj,F:maj,G:min7,Eb:maj7,D:7,C:min7 F:7,Bb:maj7 G:min7,C:min7 D:7,G:min,G:1,"
124,A,"A:maj,D:maj,E:7,"
125,F#,"B:maj,D:maj,E:maj,F:min Bb:min,A:maj,"
126,D,"D:maj,E:min,Bb:maj,F:7,"
127,D,"A:5(b7),B:min,G:maj,A:maj,G:maj A:maj,D:maj,A:11,"
128,B,"B:maj,B:maj7,B:7,E:maj,E:min,G:maj,C:maj,F:maj,C:7,F:min,F:maj C:maj,A:maj,D:7,G:7,A:7,D:maj,"
129,C,"C:maj,D:maj,F:maj,G:sus4,A:min,D:min,G:maj G:maj,G:maj,Eb:maj Eb:maj7,Eb:maj6 Eb:maj,G:sus4(b7,G:7,"
130,D,"D:maj G:maj,A:maj,D:maj C:maj,G:maj,D:maj,"
131,Ab,"Ab:7(#9),"
132,D,"G:5,D:5,C:maj,D:min G:min,A:7,B:dim,G:min,C:maj C#:dim,D:min,D:min C:maj,Bb:maj,F:maj,G:7,A:sus4,G:maj(9),D:maj7,E:min,Eb:aug,D:maj,G:1,D:1,"
133,D,"D:maj,E:min7 A:maj,A:maj,Bb:maj F:maj,C:maj G:maj,C:maj,Ab:maj Eb:maj,D:maj D:maj9,D:9,G:maj,D:maj(b9),D:7,"
134,D,"D:maj D:sus4,D:sus4,D:maj G:maj,D:maj A:sus4,D:maj A:7,D:maj,D:maj A:sus4(b7),G:maj D:maj,A:maj D:maj,A:sus4(b7),D:maj D:maj,G:maj F:maj,F:maj F:maj,Bb:maj Eb:maj,"
135,A,"A:maj,E:sus4(9),B:min7,F:maj7,C:maj7,E:7,E:sus4,E:maj,"
136,G,"G:maj,D:maj,C:maj,C:7,"
137,D,"E:min,D:maj7,A:sus4(b7,B:min,Bb:maj F:maj,Eb:maj Bb:maj,G:maj,A:maj,"
138,C,"C:maj Eb:maj F:maj C:maj,F:maj G:maj,C:maj,F:maj,G:maj,C:maj F:maj,"
139,G,"G:5,G:min,F:7,Bb:maj,A:maj Ab:maj,G:min6,G:maj6(7),G:minmaj7,"
140,Eb,"Bb:7,Ab:7,Eb:7 Eb:7,Eb:7,"
141,G,"G:5,F:maj,Bb:maj F:maj,G:maj,Bb:maj,C:maj,Eb:maj,E:min,G:5 F:5,"
142,F,"F:min F:min7,Ab:maj,C:7,"
143,D,"D:5 A:5 B:5,G:5 A:5 D:5,A:maj,D:maj,B:min,G:maj A:maj D:maj,B:min A:maj,G:5,B:maj,"
144,A,"A:maj,D:maj,B:min,E:maj,B:maj,"
145,A,"E:7,A:maj,B:7,E:7 A:7,D:maj,B:min,E:maj,A:maj D:maj,F:7,Bb:maj,C:7,F:7 Bb:7,Eb:maj,Bb:maj G:min,C:min,F:maj,Bb:maj Eb:maj,F:13,Bb:maj Eb:7,"
146,Eb,"F:min9,Bb:sus4(b7,Eb:maj7,Db:7 C:7,A:7(#11),Ab:maj7,G:min7,F:min7,C:min,Db:7(#11),F:7,"
147,Bb,"Bb:maj,Bb:maj7,F:sus4(b7,Eb:maj,Eb:maj F:sus4(b7),C:min7 F:7,Eb:maj F:7,Eb:maj F:maj,F:maj,F:sus4(b7),F:maj F:7,Bb:maj F:maj,"
148,D,"D:1,D:maj,E:maj,"
149,F,"F:maj,Bb:maj,G:min C:7,D:min,C:11,Ab:maj,Ab:maj Bb:maj,C:min,F:min D:hdim7,Eb:maj,F:min,D:min D:min,Bb:maj Bb:maj,G:min,D:maj,C:maj6,"
150,F,"F:maj,Bb:maj,D:min7,C:maj,D:min7 C:maj,G:min,A:min7,D:min,A:min7 Bb:maj,Bb:maj7,G:maj,"
151,F,"F:maj,F:maj D:min,G:min C:maj,G:min7(11),C:maj(11),Bb:maj,"
152,G,"G:maj,C:maj,A:maj,D:maj,G:maj G:maj,"
153,D,"G:maj E:min,E:min B:min,G:maj A:maj,A:maj,D:maj E:min,E:min B:min7,B:min7 F#:min7,B:min,A:sus4 A:maj,G:maj,B:min(9),D:maj,D:maj G:maj,D:maj F#:min,A:maj B:min,"
154,E,"E:maj,A:maj,A:7,E:7,A:maj B:maj,E:maj E:sus4 E:maj E:sus2,D:maj D:maj,A:maj B:sus4,"
155,E,"E:maj,A:maj,B:maj,B:7,E:7,A:maj E:maj,"
156,D,"Bb:maj,A:1(11),A:1(11) D:5,C:maj,D:7,G:sus4(b7),A:min,G:min7,F:maj,D:maj,D:1,D:min,Bb:1(3),G:min,A:sus4,D:min7,G:maj,Bb:maj(9),G:7,D:sus4(b7),D:5 D:sus4(b7),D:1(#5) D:5,D:5,Bb:maj A:min,F:maj D:min,G:sus4,Bb:maj A:min F:maj D:min,A:min7,A:1(11) D:maj,G:maj6,C:sus4(b7),C:maj6,E:min,"
157,G,"G:maj,C:maj,D:maj,D:7,C:maj B:7,E:min,A:min7,G:maj7,"
158,G,"G:maj,Eb:maj9 D:sus4(b7,Eb:maj9 F:maj,D:maj,E:min7,A:min7 E:min7 A:min7 E:min7,G:maj A:min7 G:maj A:min7,G:maj A:min7 G:maj C:maj,A:min7 E:min7 A:min7,"
159,D,"D:1 E:hdim7,D:1,D:maj,B:min7,G:maj7,B:min7 D:7,G:min7,A:min D:7,E:sus4(b7),E:7,A:sus4(b7,E:min,D:maj E:hdim7,A:min7 D:7,A:7,B:sus4(b7),E:min7,D:maj D:7,Bb:maj7,C:7,A:min7,D:7,G:maj,Bb:maj,C:maj,"
160,A,"A:maj,A:maj(9),D:maj,B:min,B:min7,A:maj E:7,A:9 A:7(b9),D:maj7,D:maj6(7),E:sus4(b7),E:7,A:7,A:maj G#:maj,D:min,A:maj A:7,D:maj E:7(b9),A:maj C#:min7,D:maj E:7,A:sus4 A:maj B:7,D:min6(7),A:maj6,"
161,Db,"Gb:maj F:maj,Bb:min Ab:maj,Bb:maj,Eb:min7 Ab:maj,Db:maj,Eb:min7 Ab:7,Eb:min,"
162,G,"G:maj,D:maj,D:7,B:maj,C:maj,"
163,D,"D:maj,D:maj A:maj,A:maj,D:sus4,G:maj,D:maj G:maj,A:maj D:maj,A:7 A:7,A:7,"
164,C,"C:maj,G:maj(11),G:maj,F:maj,D:min7,C:maj7,C:maj6,G:sus4,"
165,E,"E:maj,A:maj,B:maj,"
166,E,"E:min,G:maj,A:min,C:maj B:7,C:maj B:maj,"
167,F#,"B:maj,"
168,Bb,"Bb:maj,G:min,Eb:maj,F:maj,F:7,Bb:7,"
169,Bb,"Bb:min7,Bb:1 Db:1 Eb:1 E:1,F:hdim7 Bb:7(b9),Eb:min7 Eb:min7,C:9(#11),Cb:maj7 F:7,Gb:maj9,Cb:7(#11),F:hdim7,Bb:7(#9),Eb:7 D:7,Db:7 C:hdim7,F:9,Bb:7 Bb:sus4(b7,Eb:maj Bb:sus4(b7,Eb:maj,"
170,G,"G:maj,E:min,C:maj,D:maj,C:min7,G:7,A:maj,D:7,"
171,G,"G:min7,F:maj,C:maj,G:maj,Eb:maj,G:min,Bb:maj,"
172,D,"D:5,Bb:5,G:maj,D:maj,A:maj,E:min,D:7(#9),"
173,F,"F:min,F:1,Ab:1,Bb:1,C:1,Ab:maj,Bb:maj,Db:maj,C:maj,C:min,F:min Ab:maj,F:min C:maj,Eb:maj,"
174,Ab,"Ab:maj Eb:maj,Db:maj(9),F:min7 C:min,Db:maj Eb:maj,C:min,Bb:min,Eb:maj,Ab:maj Bb:min,Ab:maj Db:maj,Bb:min Eb:maj,Ab:maj Db:maj Eb:maj,Db:maj Eb:maj Ab:maj,"
175,D,"A:1,A:min7,D:maj(#9),C:maj,A:maj(#9),B:min,D:maj,A:maj,G:maj,D:min7,"
176,D,"E:min,D:maj7,A:sus4(b7,B:min,Bb:maj F:maj,Eb:maj Bb:maj,G:maj,A:maj,"
177,D,"D:min,D:min7,G:sus4(b7,E:maj,A:sus4(b7,B:maj,"
178,E,"E:maj,A:maj,B:maj,"
179,Bb,"Bb:maj,C:maj,G:min,Eb:maj,C:7,G:maj,F:maj,A:maj,D:maj,"
180,Ab,"Ab:maj,F:min7,C:min7,Gb:maj6(9),Ab:maj7,F:min,C:min,Db:maj7,Eb:maj,Eb:sus4 Eb:maj,F:min F:min,Db:maj7 Eb:sus4(b7),Ab:maj Db:maj,Db:maj Eb:maj,Gb:maj7,Eb:sus4(b7,Eb:7,Bb:min7 Eb:sus4(b7),Eb:maj Eb:sus4(b7),"
181,G,"G:maj,E:min,C:maj,D:7,E:min7,Eb:maj,A:7,C:maj D:7,C:min,D:maj,Ab:maj,F:min7,Db:maj,E:maj,Eb:7,Bb:7,E:maj Eb:7,"
182,D,"D:maj G:maj,A:maj,D:maj,G:maj6,A:sus4 A:maj,G:maj D:maj,A:maj G:maj,G:maj,A:sus4,"
183,B,"B:min,F:1 E:min,E:min,B:1 A:1 G:1 F#:1,E:1 D:1 C#:1 C:1,"
184,B,"B:maj G#:min7,B:maj,B:maj A:maj,E:sus4 F#:maj,"
185,A,"A:maj,G:maj,D:maj,D:maj D:sus4(b7),"
186,F,"F:maj,Bb:maj,D:min7,C:maj,D:min7 C:maj,G:min,A:min7,D:min,A:min7 Bb:maj,Bb:maj7,G:maj,"
187,B,"B:maj,B:7,E:maj,B:maj B:min,E:maj B:maj,E:maj C#:maj,"
188,C,"C:maj(9),D:min,A:min,F:maj,G:maj,C:maj,G:7,"
189,D,"A:1,A:min7,D:maj(#9),C:maj,A:maj(#9),B:min,D:maj,A:maj,G:maj,D:min7,"
190,Bb,"Bb:maj,Bb:7,Eb:maj,F:maj,Eb:7,"
191,B,"B:min,G:maj6,A:maj(9),G:maj A:maj,E:min9,B:min(11),G:maj,A:maj,B:min7,D:maj,"
192,A,"A:min,D:7,E:7,"
193,F,"F:maj,Bb:maj,Ab:maj F:maj,"
194,Db,"Db:maj,Ab:7,Db:7,Gb:maj,Eb:min7 Ab:7,C:dim Db:maj,A:7,D:maj,D:7,G:maj,E:min7 A:7,Bb:7,Eb:maj,Eb:7,Ab:maj,D:dim Eb:maj,"
195,Db,"Db:maj,Db:dim,Ab:7,Db:7,Gb:7,Eb:7,"
196,E,"E:maj,A:maj,B:maj,D:maj,E:7,"
197,E,"E:maj,E:7,A:7,E:7 B:maj,B:7,E:7 B:7,F:7,F:7 C:7,C:7,Bb:7,"
198,A,"A:min,F:maj7 E:7,F:maj,C:maj,G:maj,D:min(9),C:min(9),B:7(b9,G:7,B:maj,"
199,D,"A:5(b7),D:maj,A:maj,Bb:9,C:maj,G:min7,A:min7,Bb:maj6(9),F:maj6(9),G:min11,G:sus4(b7),C:maj(9),Bb:maj7,"
200,D,"D:maj,G:maj,A:maj,B:min,E:9,"
201,D,"D:1 E:hdim7,D:1,D:maj,B:min7,G:maj7,B:min7 D:7,G:min7,A:min D:7,E:sus4(b7),E:7,A:sus4(b7,E:min,D:maj E:hdim7,A:min7 D:7,A:7,B:sus4(b7),E:min7,D:maj D:7,Bb:maj7,C:7,A:min7,D:7,G:maj,Bb:maj,C:maj,"
202,G,"G:maj,G:maj7,C:maj,A:min,D:7,C:maj D:7,E:min,B:min,G:7,A:maj,G:maj C:maj,"
203,D,"G:maj7,D:maj6,G:maj7 D:maj6,D:maj7,G:maj,D:maj7 A:7,B:min7,E:min7,A:7,B:min9,"
204,G,"G:maj D:maj,C:maj,A:min,D:maj,E:min,A:min C:maj,G:maj E:min,G:maj C:maj,"
